 51   30.747928 9.258E-22 5.135E-05.06060.066  107.64240.750.000405              0              0                    R  7      685663 5 8 5 5 1 8    17.0   15.0,0.0698,0.0466,0.64,0.57
 51   33.012663 2.884E-45 2.019E-06.05950.06510584.31250.750.000435              5              5                    R  8      455663 5 8 5 5 1 8    19.0   17.0,0.0698,0.0468,0.64,0.57
 51   33.327611 6.315E-42 2.244E-07.05950.065 8547.81940.750.000435              4              4                    R  8      475663 5 8 5 5 1 8    19.0   17.0,0.0698,0.0468,0.64,0.57
 51   33.642589 3.690E-36 5.854E-06.05950.065 6485.04910.750.000435              3              3                    R  8      475663 5 8 5 5 1 8    19.0   17.0,0.0698,0.0468,0.64,0.57
 51   33.957594 3.129E-31 1.951E-05.05950.065 4395.93220.750.000435              2              2                    R  8      675663 5 8 5 5 1 8    19.0   17.0,0.0698,0.0468,0.64,0.57
 51   34.272623 1.940E-26 4.178E-05.05950.065 2280.40120.750.000435              1              1                    R  8      685663 5 8 5 5 1 8    19.0   17.0,0.0698,0.0468,0.64,0.57
 51   34.587674 1.121E-21 7.330E-05.05950.065  138.39040.750.000435              0              0                    R  8      685663 5 8 5 5 1 8    19.0   17.0,0.0698,0.0468,0.64,0.57
 51   36.676085 3.419E-45 2.849E-06.05860.06410617.32510.750.000453              5              5                    R  9      455663 5 8 5 5 1 8    21.0   19.0,0.0697,0.0469,0.64,0.58
 51   37.026028 6.791E-42 2.876E-07.05860.064 8581.14700.750.000453              4              4                    R  9      475663 5 8 5 5 1 8    21.0   19.0,0.0697,0.0469,0.64,0.58
 51   37.376004 4.200E-36 7.957E-06.05860.064 6518.69160.750.000453              3              3                    R  9      475663 5 8 5 5 1 8    21.0   19.0,0.0697,0.0469,0.64,0.58
 51   37.726009 3.579E-31 2.668E-05.05860.064 4429.88980.750.000453              2              2                    R  9      675663 5 8 5 5 1 8    21.0   19.0,0.0697,0.0469,0.64,0.58
 51   38.076042 2.221E-26 5.729E-05.05860.064 2314.67390.750.000453              1              1                    R  9      685663 5 8 5 5 1 8    21.0   19.0,0.0697,0.0469,0.64,0.58
 51   38.426098 1.282E-21 1.006E-04.05860.064  172.97800.750.000453              0              0                    R  9      685663 5 8 5 5 1 8    21.0   19.0,0.0697,0.0469,0.64,0.58
 51   40.338040 3.872E-45 3.906E-06.05770.06310654.00120.750.000459              5              5                    R 10      455663 5 8 5 5 1 8    23.0   21.0,0.0697,0.047,0.65,0.58
 51   40.722977 6.884E-42 3.536E-07.05770.063 8618.17300.750.000459              4              4                    R 10      475663 5 8 5 5 1 8    23.0   21.0,0.0697,0.047,0.65,0.58
 51   41.107951 4.548E-36 1.047E-05.05770.063 6556.06760.750.000459              3              3                    R 10      475663 5 8 5 5 1 8    23.0   21.0,0.0697,0.047,0.65,0.58
 51   41.492957 3.896E-31 3.535E-05.05770.063 4467.61580.750.000459              2              2                    R 10      675663 5 8 5 5 1 8    23.0   21.0,0.0697,0.047,0.65,0.58
 51   41.877992 2.420E-26 7.611E-05.05770.063 2352.74990.750.000459              1              1                    R 10      685663 5 8 5 5 1 8    23.0   21.0,0.0697,0.047,0.65,0.58
 51   42.263054 1.397E-21 1.339E-04.05770.063  211.40410.750.000459              0              0                    R 10      685663 5 8 5 5 1 8    23.0   21.0,0.0697,0.047,0.65,0.58
 51   44.418311 6.605E-42 4.186E-07.05690.062 8658.89600.740.000456              4              4                    R 11      475663 5 8 5 5 1 8    25.0   23.0,0.0696,0.0471,0.66,0.58
 51   44.838283 4.709E-36 1.340E-05.05690.062 6597.17560.740.000456              3              3                    R 11      475663 5 8 5 5 1 8    25.0   23.0,0.0696,0.0471,0.66,0.58
 51   45.258290 4.058E-31 4.561E-05.05690.062 4509.10880.740.000456              2              2                    R 11      675663 5 8 5 5 1 8    25.0   23.0,0.0696,0.0471,0.66,0.58
 51   45.678328 2.523E-26 9.849E-05.05690.062 2394.62790.740.000456              1              1                    R 11      685663 5 8 5 5 1 8    25.0   23.0,0.0696,0.0471,0.66,0.58
 51   46.098394 1.456E-21 1.735E-04.05690.062  253.66720.740.000456              0              0                    R 11      685663 5 8 5 5 1 8    25.0   23.0,0.0696,0.0471,0.66,0.58
 51   47.656956 4.413E-45 6.867E-06.05610.06010738.33760.730.000447              5              5                    R 12      455663 5 8 5 5 1 8    27.0   25.0,0.0695,0.0471,0.66,0.58
 51   48.111883 6.012E-42 4.784E-07.05610.060 8703.31430.730.000447              4              4                    R 12      475663 5 8 5 5 1 8    27.0   25.0,0.0695,0.0471,0.66,0.58
 51   48.566854 4.682E-36 1.676E-05.05610.060 6642.01390.730.000447              3              3                    R 12      475663 5 8 5 5 1 8    27.0   25.0,0.0695,0.0471,0.66,0.58
 51   49.021861 4.061E-31 5.754E-05.05610.060 4554.36700.730.000447              2              2                    R 12      675663 5 8 5 5 1 8    27.0   25.0,0.0695,0.0471,0.66,0.58
 51   49.476902 2.528E-26 1.247E-04.05610.060 2440.30620.730.000447              1              1                    R 12      685663 5 8 5 5 1 8    27.0   25.0,0.0695,0.0471,0.66,0.58
 51   49.931973 1.458E-21 2.200E-04.05610.060  299.76560.730.000447              0              0                    R 12      685663 5 8 5 5 1 8    27.0   25.0,0.0695,0.0471,0.66,0.58
 51   51.313624 4.472E-45 8.871E-06.05530.05910785.99460.720.000431              5              5                    R 13      455663 5 8 5 5 1 8    29.0   27.0,0.0694,0.0471,0.66,0.57
 51   51.803548 5.198E-42 5.283E-07.05530.059 8751.42620.720.000431              4              4                    R 13      475663 5 8 5 5 1 8    29.0   27.0,0.0694,0.0471,0.66,0.57
 51   52.293516 4.483E-36 2.055E-05.05530.059 6690.58070.720.000431              3              3                    R 13      475663 5 8 5 5 1 8    29.0   27.0,0.0694,0.0471,0.66,0.57
 51   52.783524 3.916E-31 7.122E-05.05530.059 4603.38890.720.000431              2              2                    R 13      675663 5 8 5 5 1 8    29.0   27.0,0.0694,0.0471,0.66,0.57
 51   53.273568 2.441E-26 1.549E-04.05530.059 2489.78310.720.000431              1              1                    R 13      685663 5 8 5 5 1 8    29.0   27.0,0.0694,0.0471,0.66,0.57
 51   53.763644 1.407E-21 2.738E-04.05530.059  349.69750.720.000431              0              0                    R 13      685663 5 8 5 5 1 8    29.0   27.0,0.0694,0.0471,0.66,0.57
 51   54.968238 4.393E-45 1.130E-05.05450.05910837.30820.710.000411              5              5                    R 14      455663 5 8 5 5 1 8    31.0   29.0,0.0694,0.047,0.66,0.57
 51   55.493157 4.266E-42 5.638E-07.05450.059 8803.22970.710.000411              4              4                    R 14      475663 5 8 5 5 1 8    31.0   29.0,0.0694,0.047,0.66,0.57
 51   56.018124 4.143E-36 2.475E-05.05450.059 6742.87420.710.000411              3              3                    R 14      475663 5 8 5 5 1 8    31.0   29.0,0.0694,0.047,0.66,0.57
 51   56.543133 3.649E-31 8.669E-05.05450.059 4656.17240.710.000411              2              2                    R 14      675663 5 8 5 5 1 8    31.0   29.0,0.0694,0.047,0.66,0.57
 51   57.068180 2.277E-26 1.892E-04.05450.059 2543.05670.710.000411              1              1                    R 14      685663 5 8 5 5 1 8    31.0   29.0,0.0694,0.047,0.66,0.57
 51   57.593260 1.312E-21 3.353E-04.05450.059  403.46120.710.000411              0              0                    R 14      685663 5 8 5 5 1 8    31.0   29.0,0.0694,0.047,0.66,0.57
 51   59.180565 3.319E-42 5.804E-07.05380.058 8858.72290.700.000387              4              4                    R 15      475663 5 8 5 5 1 8    33.0   31.0,0.0693,0.0469,0.65,0.56
 51   59.740531 3.704E-36 2.936E-05.05380.058 6798.89240.700.000387              3              3                    R 15      475663 5 8 5 5 1 8    33.0   31.0,0.0693,0.0469,0.65,0.56
 51   60.300541 3.290E-31 1.040E-04.05380.058 4712.71560.700.000387              2              2                    R 15      675663 5 8 5 5 1 8    33.0   31.0,0.0693,0.0469,0.65,0.56
 51   60.860590 2.057E-26 2.280E-04.05380.058 2600.12490.700.000387              1              1                    R 15      685663 5 8 5 5 1 8    33.0   31.0,0.0693,0.0469,0.65,0.56
 51   61.420675 1.185E-21 4.048E-04.05380.058  461.05440.700.000387              0              0                    R 15      685663 5 8 5 5 1 8    33.0   31.0,0.0693,0.0469,0.65,0.56
 51   62.865626 2.439E-42 5.744E-07.05310.057 8917.90350.690.000361              4              4                    R 16      475663 5 8 5 5 1 8    35.0   33.0,0.0692,0.0468,0.65,0.56
 51   63.460590 3.208E-36 3.435E-05.05310.057 6858.63290.690.000361              3              3                    R 16      475663 5 8 5 5 1 8    35.0   33.0,0.0692,0.0468,0.65,0.56
 51   64.055601 2.877E-31 1.232E-04.05310.057 4773.01610.690.000361              2              2                    R 16      675663 5 8 5 5 1 8    35.0   33.0,0.0692,0.0468,0.65,0.56
 51   64.650653 1.802E-26 2.712E-04.05310.057 2660.98550.690.000361              1              1                    R 16      685663 5 8 5 5 1 8    35.0   33.0,0.0692,0.0468,0.65,0.56
 51   65.245742 1.037E-21 4.827E-04.05310.057  522.47510.690.000361              0              0                    R 16      685663 5 8 5 5 1 8    35.0   33.0,0.0692,0.0468,0.65,0.56
 51   65.918283 3.510E-45 2.187E-05.05240.05611013.16780.680.000332              5              5                    R 17      455663 5 8 5 5 1 8    37.0   35.0,0.0692,0.0467,0.64,0.56
 51   66.548192 1.683E-42 5.434E-07.05240.056 8980.76910.680.000332              4              4                    R 17      475663 5 8 5 5 1 8    37.0   35.0,0.0692,0.0467,0.64,0.56
 51   67.178156 2.695E-36 3.968E-05.05240.056 6922.09350.680.000332              3              3                    R 17      475663 5 8 5 5 1 8    37.0   35.0,0.0692,0.0467,0.64,0.56
 51   67.808168 2.442E-31 1.442E-04.05240.056 4837.07170.680.000332              2              2                    R 17      675663 5 8 5 5 1 8    37.0   35.0,0.0692,0.0467,0.64,0.56
 51   68.438222 1.532E-26 3.190E-04.05240.056 2725.63610.680.000332              1              1                    R 17      685663 5 8 5 5 1 8    37.0   35.0,0.0692,0.0467,0.64,0.56
 51   69.068315 8.817E-22 5.692E-04.05240.056  587.72090.680.000332              0              0                    R 17      685663 5 8 5 5 1 8    37.0   35.0,0.0692,0.0467,0.64,0.56
 51   69.563211 3.090E-45 2.679E-05.05170.05511079.08610.670.000302              5              5                    R 18      455663 5 8 5 5 1 8    39.0   37.0,0.0691,0.0465,0.63,0.55
 51   70.228118 1.080E-42 4.867E-07.05170.055 9047.31730.670.000302              4              4                    R 18      475663 5 8 5 5 1 8    39.0   37.0,0.0691,0.0465,0.63,0.55
 51   70.893081 2.199E-36 4.530E-05.05170.055 6989.27170.670.000302              3              3                    R 18      475663 5 8 5 5 1 8    39.0   37.0,0.0691,0.0465,0.63,0.55
 51   71.558095 2.015E-31 1.670E-04.05170.055 4904.87990.670.000302              2              2                    R 18      675663 5 8 5 5 1 8    39.0   37.0,0.0691,0.0465,0.63,0.55
 51   72.223151 1.267E-26 3.714E-04.05170.055 2794.07430.670.000302              1              1                    R 18      685663 5 8 5 5 1 8    39.0   37.0,0.0691,0.0465,0.63,0.55
 51   72.888248 7.286E-22 6.646E-04.05170.055  656.78920.670.000302              0              0                    R 18      685663 5 8 5 5 1 8    39.0   37.0,0.0691,0.0465,0.63,0.55
 51   73.205353 2.654E-45 3.256E-05.05100.05411148.64930.670.000271              5              5                    R 19      455663 5 8 5 5 1 8    41.0   39.0,0.069,0.0464,0.62,0.55
 51   73.905257 6.350E-43 4.062E-07.05100.054 9117.54540.670.000271              4              4                    R 19      475663 5 8 5 5 1 8    41.0   39.0,0.069,0.0464,0.62,0.55
 51   74.605220 1.744E-36 5.118E-05.05100.054 7060.16470.670.000271              3              3                    R 19      475663 5 8 5 5 1 8    41.0   39.0,0.069,0.0464,0.62,0.55
 51   75.305235 1.617E-31 1.916E-04.05100.054 4976.43800.670.000271              2              2                    R 19      675663 5 8 5 5 1 8    41.0   39.0,0.069,0.0464,0.62,0.55
 51   76.005294 1.019E-26 4.286E-04.05100.054 2866.29750.670.000271              1              1                    R 19      685663 5 8 5 5 1 8    41.0   39.0,0.069,0.0464,0.62,0.55
 51   76.705394 5.858E-22 7.690E-04.05100.054  729.67740.670.000271              0              0                    R 19      685663 5 8 5 5 1 8    41.0   39.0,0.069,0.0464,0.62,0.55
 51   76.844561 2.225E-45 3.933E-05.05030.05311221.85460.670.000239              5              5                    R 20      455663 5 8 5 5 1 8    43.0   41.0,0.0689,0.0463,0.61,0.54
 51   77.579463 3.323E-43 3.073E-07.05030.053 9191.45070.670.000239              4              4                    R 20      475663 5 8 5 5 1 8    43.0   41.0,0.0689,0.0463,0.61,0.54
 51   78.314427 1.344E-36 5.726E-05.05030.053 7134.77000.670.000239              3              3                    R 20      475623 5 8 5 5 1 8    43.0   41.0,0.0689,0.0463,0.61,0.54
 51   79.049443 1.264E-31 2.180E-04.05030.053 5051.74320.670.000239              2              2                    R 20      675623 5 8 5 5 1 8    43.0   41.0,0.0689,0.0463,0.61,0.54
 51   79.784505 7.981E-27 4.904E-04.05030.053 2942.30280.670.000239              1              1                    R 20      685623 5 8 5 5 1 8    43.0   41.0,0.0689,0.0463,0.61,0.54
 51   80.480689 1.823E-45 4.723E-05.04960.05311298.69920.670.000207              5              5                    R 21      455663 5 8 5 5 1 8    45.0   43.0,0.0688,0.0462,0.6,0.54
 51   80.519608 4.587E-22 8.826E-04.05030.053  806.38280.670.000239              0              0                    R 20      685623 5 8 5 5 1 8    43.0   41.0,0.0689,0.0463,0.61,0.54
 51   81.250591 1.465E-43 1.994E-07.04960.053 9269.03010.670.000207              4              4                    R 21      475663 5 8 5 5 1 8    45.0   43.0,0.0688,0.0462,0.6,0.54
 51   82.020554 1.009E-36 6.345E-05.04960.053 7213.08440.670.000207              3              3                    R 21      475623 5 8 5 5 1 8    45.0   43.0,0.0688,0.0462,0.6,0.54
 51   82.790572 9.621E-32 2.460E-04.04960.053 5130.79260.670.000207              2              2                    R 21      675623 5 8 5 5 1 8    45.0   43.0,0.0688,0.0462,0.6,0.54
 51   83.560637 6.093E-27 5.569E-04.04960.053 3022.08730.670.000207              1              1                    R 21      685623 5 8 5 5 1 8    45.0   43.0,0.0688,0.0462,0.6,0.54
 51   84.113592 1.459E-45 5.642E-05.04900.05211379.17990.670.000175              5              5                    R 22      455663 5 8 5 5 1 8    47.0   45.0,0.0687,0.0461,0.59,0.54
 51   84.330743 3.500E-22 1.005E-03.04960.053  886.90240.670.000207              0              0                    R 21      685623 5 8 5 5 1 8    45.0   43.0,0.0688,0.0462,0.6,0.54
 51   84.918493 4.769E-44 9.720E-08.04900.052 9350.28070.670.000175              4              4                    R 22      475663 5 8 5 5 1 8    47.0   45.0,0.0687,0.0461,0.59,0.54
 51   85.723458 7.373E-37 6.971E-05.04900.052 7295.10490.670.000175              3              3                    R 22      475623 5 8 5 5 1 8    47.0   45.0,0.0687,0.0461,0.59,0.54
 51   86.528477 7.141E-32 2.755E-04.04900.052 5213.58320.670.000175              2              2                    R 22      675623 5 8 5 5 1 8    47.0   45.0,0.0687,0.0461,0.59,0.54
 51   87.333544 4.535E-27 6.280E-04.04900.052 3105.64790.670.000175              1              1                    R 22      685623 5 8 5 5 1 8    47.0   45.0,0.0687,0.0461,0.59,0.54
 51   87.743123 1.143E-45 6.708E-05.04830.05111463.29350.670.000143              5              5                    R 23      455663 5 8 5 5 1 8    49.0   47.0,0.0686,0.0459,0.58,0.53
 51   88.138653 2.604E-22 1.138E-03.04900.052  971.23320.670.000175              0              0                    R 22      685623 5 8 5 5 1 8    47.0   45.0,0.0687,0.0461,0.59,0.54
 51   88.583024 7.045E-45 2.189E-08.04830.051 9435.19920.670.000143              4              4                    R 23      475663 5 8 5 5 1 8    49.0   47.0,0.0686,0.0459,0.58,0.53
 51   89.422990 5.247E-37 7.594E-05.04830.051 7380.82840.670.000143              3              3                    R 23      475623 5 8 5 5 1 8    49.0   47.0,0.0686,0.0459,0.58,0.53
 51   90.263012 5.169E-32 3.065E-04.04830.051 5300.11170.670.000143              2              2                    R 23      675623 5 8 5 5 1 8    49.0   47.0,0.0686,0.0459,0.58,0.53
 51   91.103081 3.293E-27 7.035E-04.04830.051 3192.98150.670.000143              1              1                    R 23      685623 5 8 5 5 1 8    49.0   47.0,0.0686,0.0459,0.58,0.53
 51   91.943193 1.890E-22 1.279E-03.04830.051 1059.37180.670.000143              0              0                    R 23      685623 5 8 5 5 1 8    49.0   47.0,0.0686,0.0459,0.58,0.53
 51   93.119006 3.639E-37 8.205E-05.04770.051 7470.25140.670.000112              3              3                    R 24      475623 5 8 5 5 1 8    51.0   49.0,0.0685,0.0459,0.57,0.53
 51   93.994030 3.652E-32 3.387E-04.04770.051 5390.37470.670.000112              2              2                    R 24      675623 5 8 5 5 1 8    51.0   49.0,0.0685,0.0459,0.57,0.53
 51   94.869103 2.334E-27 7.835E-04.04770.051 3284.08460.670.000112              1              1                    R 24      685623 5 8 5 5 1 8    51.0   49.0,0.0685,0.0459,0.57,0.53
 51   95.744217 1.339E-22 1.430E-03.04770.051 1151.31500.670.000112              0              0                    R 24      685623 5 8 5 5 1 8    51.0   49.0,0.0685,0.0459,0.57,0.53
 51   95.901391 9.978E-45 7.598E-08.04710.050 9616.02630.670.000081              4              4                    R 25      475663 5 8 5 5 1 8    53.0   51.0,0.0684,0.0458,0.57,0.53
 51   96.811360 2.460E-37 8.797E-05.04710.050 7563.37040.670.000081              3              3                    R 25      475623 5 8 5 5 1 8    53.0   51.0,0.0684,0.0458,0.57,0.53
 51   97.721387 2.518E-32 3.721E-04.04710.050 5484.36870.670.000081              2              2                    R 25      675623 5 8 5 5 1 8    53.0   51.0,0.0684,0.0458,0.57,0.53
 51   98.631462 1.616E-27 8.676E-04.04710.050 3378.95370.670.000081              1              1                    R 25      685623 5 8 5 5 1 8    53.0   51.0,0.0684,0.0458,0.57,0.53
 51   99.541579 9.266E-23 1.590E-03.04710.050 1247.05920.670.000081              0              0                    R 25      685623 5 8 5 5 1 8    53.0   51.0,0.0684,0.0458,0.57,0.53
 51   99.554934 2.381E-44 2.914E-07.04650.049 9711.92770.670.000050              4              4                    R 26      475663 5 8 5 5 1 8    55.0   53.0,0.0684,0.0457,0.56,0.53
 51  100.499907 1.621E-37 9.360E-05.04650.049 7660.18170.670.000050              3              3                    R 26      475663 5 8 5 5 1 8    55.0   53.0,0.0684,0.0457,0.56,0.53
 51  101.444936 1.695E-32 4.064E-04.04650.049 5582.09010.670.000050              2              2                    R 26      675623 5 8 5 5 1 8    55.0   53.0,0.0684,0.0457,0.56,0.53
 51  102.390014 1.092E-27 9.557E-04.04650.049 3477.58510.670.000050              1              1                    R 26      685623 5 8 5 5 1 8    55.0   53.0,0.0684,0.0457,0.56,0.53
 51  103.204524 3.540E-44 7.090E-07.04600.049 9811.48260.670.000020              4              4                    R 27      475663 5 8 5 5 1 8    57.0   55.0,0.0683,0.0456,0.55,0.53
 51  103.335134 6.262E-23 1.758E-03.04650.049 1346.60080.670.000050              0              0                    R 26      685623 5 8 5 5 1 8    55.0   53.0,0.0684,0.0457,0.56,0.53
 51  104.184500 1.041E-37 9.884E-05.04600.049 7760.68170.670.000020              3              3                    R 27      475663 5 8 5 5 1 8    57.0   55.0,0.0683,0.0456,0.55,0.53
 51  105.164533 1.115E-32 4.415E-04.04600.049 5683.53510.670.000020              2              2                    R 27      675623 5 8 5 5 1 8    57.0   55.0,0.0683,0.0456,0.55,0.53
 51  106.144614 7.215E-28 1.047E-03.04600.049 3579.97510.670.000020              1              1                    R 27      685623 5 8 5 5 1 8    57.0   55.0,0.0683,0.0456,0.55,0.53
 51  106.850014 4.207E-44 1.403E-06.04540.048 9914.68710.67-.000009              4              4                    R 28      475663 5 8 5 5 1 8    59.0   57.0,0.0682,0.0456,0.55,0.52
 51  107.124736 4.136E-23 1.936E-03.04600.049 1449.93590.670.000020              0              0                    R 27      685623 5 8 5 5 1 8    57.0   55.0,0.0683,0.0456,0.55,0.53
 51  107.864994 6.521E-38 1.036E-04.04540.048 7864.86620.67-.000009              3              3                    R 28      475663 5 8 5 5 1 8    59.0   57.0,0.0682,0.0456,0.55,0.52
 51  108.880030 7.167E-33 4.771E-04.04540.048 5788.69960.67-.000009              2              2                    R 28      675623 5 8 5 5 1 8    59.0   57.0,0.0682,0.0456,0.55,0.52
 51  109.895115 4.659E-28 1.143E-03.04540.048 3686.11980.67-.000009              1              1                    R 28      685623 5 8 5 5 1 8    59.0   57.0,0.0682,0.0456,0.55,0.52
